Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Image URL
1,0,"Nahiri, the Harbinger",Commander 2020,223,Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Nahiri,{2}{R}{W},https://deckbox.org/system/images/mtg/cards/2012220.jpg
1,0,Naiad of Hidden Coves,Theros Beyond Death,56,Mint,English,,,,,,,,$0.00,Enchantment Creature  - Nymph,{2}{U},https://deckbox.org/system/images/mtg/cards/476307.jpg
1,0,Nameless One,Onslaught,100,Mint,English,,,,,,,,$0.00,Creature - Wizard Avatar,{3}{U},https://deckbox.org/system/images/mtg/cards/39516.jpg
1,0,Nantuko Husk,Onslaught,159,Mint,English,,,,,,,,$0.00,Creature - Zombie Insect,{2}{B},https://deckbox.org/system/images/mtg/cards/42186.jpg
1,0,Nantuko Monastery,Archenemy,131,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/220545.jpg
1,0,Nantuko Shaman,Time Spiral,208,Mint,English,,,,,,,,$0.00,Creature - Insect Shaman,{2}{G},https://deckbox.org/system/images/mtg/cards/109726.jpg
2,0,Nantuko Vigilante,Commander 2019,174,Mint,English,,,,,,,,$0.00,Creature - Insect Druid Mutant,{3}{G},https://deckbox.org/system/images/mtg/cards/470720.jpg
1,0,"Narfi, Betrayer King",Kaldheim,224,Mint,English,,,,,,,,$0.00,Legendary Snow Creature - Zombie Wizard,{3}{U}{B},https://deckbox.org/system/images/mtg/cards/2017021.jpg
1,0,Narnam Cobra,Kaladesh,224,Mint,English,,,,,,,,$0.00,Artifact Creature - Snake,{2},https://deckbox.org/system/images/mtg/cards/417797.jpg
1,0,Narnam Renegade,Aether Revolt,117,Mint,English,,,,,,,,$0.00,Creature - Elf Warrior,{G},https://deckbox.org/system/images/mtg/cards/423784.jpg
3,0,"Narset, Parter of Veils",War of the Spark,61,Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Narset,{1}{U}{U},https://deckbox.org/system/images/mtg/cards/460988.jpg
1,0,"Naru Meha, Master Wizard",Commander 2021,124,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Wizard,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/2018567.jpg
1,0,"Naru Meha, Master Wizard",Dominaria,59,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Human Wizard,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/442947.jpg
2,0,Nascent Metamorph,Commander 2020,36,Mint,English,,,,,,,,$0.00,Creature - Shapeshifter,{1}{U},https://deckbox.org/system/images/mtg/cards/2012033.jpg
1,0,Nath's Elite,Lorwyn,231,Near Mint,English,,,,,,,,$0.00,Creature - Elf Warrior,{4}{G},https://deckbox.org/system/images/mtg/cards/145990.jpg
2,1,Natural Connection,Commander 2020,184,Mint,English,,,,,,,,$0.00,Instant,{2}{G},https://deckbox.org/system/images/mtg/cards/2012181.jpg
2,0,Natural Connection,Battle for Zendikar,179,Mint,English,,,,,,,,$0.00,Instant,{2}{G},https://deckbox.org/system/images/mtg/cards/401966.jpg
1,0,Natural End,Avacyn Restored,185,Mint,English,,,,,,,,$0.00,Instant,{2}{G},https://deckbox.org/system/images/mtg/cards/240076.jpg
2,0,Natural Reclamation,Commander Legends,245,Mint,English,,,,,,,,$0.00,Instant,{4}{G},https://deckbox.org/system/images/mtg/cards/2015951.jpg
1,0,Natural State,Oath of the Gatewatch,136,Mint,English,,,,,,,,$0.00,Instant,{G},https://deckbox.org/system/images/mtg/cards/407646.jpg
6,0,Naturalize,Core Set 2019,190,Mint,English,,,,,,,,$0.00,Instant,{1}{G},https://deckbox.org/system/images/mtg/cards/447326.jpg
2,0,Nature's Claim,Iconic Masters,177,Mint,English,,,,,,,,$0.00,Instant,{G},https://deckbox.org/system/images/mtg/cards/2000564.jpg
1,0,Nature's Resurgence,Seventh Edition,259,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{G}{G},https://deckbox.org/system/images/mtg/cards/12998.jpg
1,0,Nature's Spiral,Dominaria,175,Mint,English,,,,,,,,$0.00,Sorcery,{1}{G},https://deckbox.org/system/images/mtg/cards/443063.jpg
1,0,Navigator's Compass,Dominaria,225,Mint,English,,,,,,,,$0.00,Artifact,{1},https://deckbox.org/system/images/mtg/cards/443113.jpg
1,0,Naya Charm,Zendikar Rising Commander,95,Mint,English,,,,,,,,$0.00,Instant,{R}{G}{W},https://deckbox.org/system/images/mtg/cards/2015193.jpg
3,0,Naya Panorama,Commander 2019,263,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/470809.jpg
1,0,Naya Panorama,Zendikar Rising Commander,136,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2015235.jpg
1,0,Nearheath Pilgrim,Avacyn Restored,31,Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{1}{W},https://deckbox.org/system/images/mtg/cards/240132.jpg
1,0,Necra Disciple,Apocalypse,44,Near Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{B},https://deckbox.org/system/images/mtg/cards/25854.jpg
1,0,Necravolver,Apocalypse,46,Near Mint,English,,,,,,,,$0.00,Creature - Volver,{2}{B},https://deckbox.org/system/images/mtg/cards/25949.jpg
1,0,Necrobite,Avacyn Restored,115,Mint,English,,,,,,,,$0.00,Instant,{2}{B},https://deckbox.org/system/images/mtg/cards/240187.jpg
1,0,Necroblossom Snarl,Strixhaven: School of Mages,269,Mint,English,,,,,,,,$0.00,Land,"",https://deckbox.org/system/images/mtg/cards/2018219.jpg
1,0,Necrogenesis,Modern Masters 2015 Edition,181,Near Mint,English,,,,,,,,$0.00,Enchantment,{B}{G},https://deckbox.org/system/images/mtg/cards/397745.jpg
1,0,Necrogenesis,Shards of Alara,181,Mint,English,,,,,,,,$0.00,Enchantment,{B}{G},https://deckbox.org/system/images/mtg/cards/175023.jpg
1,0,Necrologia,Exodus,68,Mint,English,,,,,,,,$0.00,Instant,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/6095.jpg
1,0,Necromancer's Magemark,Guildpact,53,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{B},https://deckbox.org/system/images/mtg/cards/107685.jpg
1,0,Necromantic Selection,Commander 2014,26,Mint,English,,,,,,,,$0.00,Sorcery,{4}{B}{B}{B},https://deckbox.org/system/images/mtg/cards/389614.jpg
1,0,Necromantic Selection,Zendikar Rising Commander,48,Mint,English,,,,,,,,$0.00,Sorcery,{4}{B}{B}{B},https://deckbox.org/system/images/mtg/cards/2015145.jpg
1,0,Necropanther,Ikoria: Lair of Behemoths,196,Mint,English,,,,,,,,$0.00,Creature - Cat Nightmare,{1}{W}{B},https://deckbox.org/system/images/mtg/cards/2011717.jpg
1,0,Necroplasm,Commander Anthology Volume II,70,Mint,English,,,,,,,,$0.00,Creature - Ooze,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/446806.jpg
2,2,Necropolis Fiend,Khans of Tarkir,82,Near Mint,English,,,,,,,,$0.00,Creature - Demon,{7}{B}{B},https://deckbox.org/system/images/mtg/cards/386618.jpg
1,0,Necropolis Fiend,Khans of Tarkir,82,Mint,English,,,,,,,,$0.00,Creature - Demon,{7}{B}{B},https://deckbox.org/system/images/mtg/cards/386618.jpg
1,1,Necropolis Regent,Commander 2021,147,Mint,English,,,,,,,,$0.00,Creature - Vampire,{3}{B}{B}{B},https://deckbox.org/system/images/mtg/cards/2018590.jpg
1,0,Necropolis Regent,Return to Ravnica,71,Mint,English,,,,,,,,$0.00,Creature - Vampire,{3}{B}{B}{B},https://deckbox.org/system/images/mtg/cards/253569.jpg
1,0,Necrotic Fumes,Strixhaven: School of Mages,78,Mint,English,,,,,,,,$0.00,Sorcery - Lesson,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/2018013.jpg
1,0,Needle Spires,Zendikar Rising Commander,137,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2015236.jpg
1,0,Needle Spires,Oath of the Gatewatch,175,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/407685.jpg
1,0,Needlebug,Mirrodin,217,Near Mint,English,,,,,,,,$0.00,Artifact Creature - Insect,{4},https://deckbox.org/system/images/mtg/cards/48930.jpg
1,0,Needlepeak Spider,Planar Chaos,105,Mint,English,,,,,,,,$0.00,Creature - Spider,{3}{R},https://deckbox.org/system/images/mtg/cards/122268.jpg
1,0,Needlethorn Drake,Strixhaven: School of Mages,208,Mint,English,,,,,,,,$0.00,Creature - Drake,{G}{U},https://deckbox.org/system/images/mtg/cards/2018158.jpg
1,0,Needletooth Raptor,Rivals of Ixalan,107,Mint,English,,,,,,,,$0.00,Creature - Dinosaur,{3}{R},https://deckbox.org/system/images/mtg/cards/439764.jpg
1,0,Nef-Crop Entangler,Amonkhet,144,Good (Lightly Played),English,,,,,,,,$0.00,Creature - Human Warrior,{1}{R},https://deckbox.org/system/images/mtg/cards/426846.jpg
1,0,Negate,Magic 2014 Core Set,64,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/370719.jpg
1,0,Negate,Aether Revolt,40,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/423707.jpg
1,0,Negate,Zendikar Rising,71,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/2014599.jpg
1,0,"Neheb, Dreadhorde Champion",War of the Spark,140,Mint,English,,,,,,,,$0.00,Legendary Creature - Zombie Minotaur Warrior,{2}{R}{R},https://deckbox.org/system/images/mtg/cards/461067.jpg
1,0,"Neheb, the Worthy",Amonkhet,203,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Minotaur Warrior,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/426905.jpg
1,0,Nekrataal,Duel Decks: Jace vs. Vraska,62,Near Mint,English,,,,,,,,$0.00,Creature - Human Assassin,{2}{B}{B},https://deckbox.org/system/images/mtg/cards/380273.jpg
1,0,"Nekusar, the Mindrazer",Commander 2013,201,Mint,English,,,,,,,,$0.00,Legendary Creature - Zombie Wizard,{2}{U}{B}{R},https://deckbox.org/system/images/mtg/cards/376426.jpg
1,0,Neoform,War of the Spark,206,Near Mint,English,,,,,,,,$0.00,Sorcery,{G}{U},https://deckbox.org/system/images/mtg/cards/461133.jpg
1,0,Nephalia Academy,Eldritch Moon,205,Near Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/414512.jpg
2,2,Nephalia Moondrakes,Shadows over Innistrad,75,Near Mint,English,,,,,,,,$0.00,Creature - Drake,{5}{U}{U},https://deckbox.org/system/images/mtg/cards/409818.jpg
1,0,Nephalia Smuggler,Duel Decks: Blessed vs. Cursed,27,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{U},https://deckbox.org/system/images/mtg/cards/409603.jpg
3,1,Nephalia Smuggler,Avacyn Restored,69,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{U},https://deckbox.org/system/images/mtg/cards/240159.jpg
1,0,Nessian Wanderer,Theros Beyond Death,183,Mint,English,,,,,,,,$0.00,Creature  - Satyr Scout,{1}{G},https://deckbox.org/system/images/mtg/cards/476434.jpg
1,0,Nest Invader,Rise of the Eldrazi,201,Mint,English,,,,,,,,$0.00,Creature - Eldrazi Drone,{1}{G},https://deckbox.org/system/images/mtg/cards/193420.jpg
1,0,Nest of Scarabs,Amonkhet,101,Near Mint,English,,,,,,,,$0.00,Enchantment,{2}{B},https://deckbox.org/system/images/mtg/cards/426803.jpg
1,0,Nested Ghoul,Mirrodin Besieged,48,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Warrior,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/213816.jpg
1,0,Nesting Dragon,Commander 2018,24,Mint,English,,,,,,,,$0.00,Creature - Dragon,{3}{R}{R},https://deckbox.org/system/images/mtg/cards/450625.jpg
1,0,Nesting Grounds,Commander 2020,71,Mint,English,,,,,,,,$0.00,Land,"",https://deckbox.org/system/images/mtg/cards/2012068.jpg
1,0,Netcaster Spider,Oath of the Gatewatch,137,Mint,English,,,,,,,,$0.00,Creature - Spider,{2}{G},https://deckbox.org/system/images/mtg/cards/407647.jpg
1,0,Netherborn Altar,Commander 2020,45,Mint,English,,,,,,,,$0.00,Artifact,{1}{B},https://deckbox.org/system/images/mtg/cards/2012042.jpg
1,0,"Nethroi, Apex of Death",Ikoria: Lair of Behemoths,197,Mint,English,,,,altered,,,,$0.00,Legendary Creature - Cat Nightmare Beast,{2}{W}{B}{G},https://deckbox.org/system/images/mtg/cards/2011718.jpg
1,0,Netter en-Dal,Nemesis,13,Mint,English,,,,,,,,$0.00,Creature - Human Spellshaper,{W},https://deckbox.org/system/images/mtg/cards/22027.jpg
1,0,Nettle Drone,Battle for Zendikar,131,Mint,English,,,,,,,,$0.00,Creature - Eldrazi Drone,{2}{R},https://deckbox.org/system/images/mtg/cards/401967.jpg
1,0,Nettling Curse,Dissension,48,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{B},https://deckbox.org/system/images/mtg/cards/107374.jpg
1,0,Neurok Commando,Mirrodin Besieged,28,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{1}{U}{U},https://deckbox.org/system/images/mtg/cards/213754.jpg
1,0,Neurok Familiar,Mirrodin,43,Mint,English,,,,,,,,$0.00,Creature - Bird,{1}{U},https://deckbox.org/system/images/mtg/cards/46082.jpg
1,0,Neurok Hoversail,Mirrodin,218,Good (Lightly Played),English,,,,,,,,$0.00,Artifact - Equipment,{1},https://deckbox.org/system/images/mtg/cards/46037.jpg
1,0,Neurok Invisimancer,Scars of Mirrodin,37,Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{1}{U}{U},https://deckbox.org/system/images/mtg/cards/194109.jpg
1,0,Neurok Invisimancer,Scars of Mirrodin,37,Near Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{1}{U}{U},https://deckbox.org/system/images/mtg/cards/194109.jpg
1,0,Neurok Replica,Scars of Mirrodin,186,Mint,English,,,,,,,,$0.00,Artifact Creature - Wizard,{3},https://deckbox.org/system/images/mtg/cards/209039.jpg
1,0,Neurok Spy,Mirrodin,44,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{2}{U},https://deckbox.org/system/images/mtg/cards/45974.jpg
1,0,Neurok Stealthsuit,Fifth Dawn,140,Near Mint,English,,,,,,,,$0.00,Artifact - Equipment,{2},https://deckbox.org/system/images/mtg/cards/51183.jpg
2,0,Neurok Stealthsuit,Fifth Dawn,140,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{2},https://deckbox.org/system/images/mtg/cards/51183.jpg
1,0,Neutralize,Ikoria: Lair of Behemoths,59,Mint,English,,,,,,,,$0.00,Instant,{1}{U}{U},https://deckbox.org/system/images/mtg/cards/2011580.jpg
1,0,Neutralizing Blast,Fate Reforged,44,Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/391887.jpg
1,0,Never Happened,Guilds of Ravnica,80,Mint,English,,,,,,,,$0.00,Sorcery,{2}{B},https://deckbox.org/system/images/mtg/cards/452830.jpg
2,0,Nevinyrral's Disk,Eternal Masters,228,Mint,English,,,,,,,,$0.00,Artifact,{4},https://deckbox.org/system/images/mtg/cards/413770.jpg
1,0,"Nevinyrral, Urborg Tyrant",Commander Legends,287,Mint,English,,,,,,,,$0.00,Legendary Creature - Zombie Wizard,{3}{W}{U}{B},https://deckbox.org/system/images/mtg/cards/2015993.jpg
1,0,New Benalia,Commander 2013,309,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/376428.jpg
1,0,New Benalia,Commander 2018,270,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/451225.jpg
1,0,New Horizons,Ixalan,198,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{G},https://deckbox.org/system/images/mtg/cards/435354.jpg
1,0,New Perspectives,Commander 2020,119,Mint,English,,,,,,,,$0.00,Enchantment,{5}{U},https://deckbox.org/system/images/mtg/cards/2012116.jpg
1,0,"Nezahal, Primal Tide",Commander Legends,401,Mint,English,,,,,,,,$0.00,Legendary Creature - Elder Dinosaur,{5}{U}{U},https://deckbox.org/system/images/mtg/cards/2016107.jpg
1,0,Nezumi Graverobber,Champions of Kamigawa,129,Near Mint,English,,,,,,,,$0.00,Creature - Rat Rogue // Legendary Creature - Rat Wizard,{1}{B},https://deckbox.org/system/images/mtg/cards/78678.jpg
1,0,"Niambi, Esteemed Speaker",Core Set 2021,222,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Cleric,{W}{U},https://deckbox.org/system/images/mtg/cards/2012668.jpg
1,1,"Niambi, Faithful Healer",Dominaria,272,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Human Cleric,{1}{W}{U},https://deckbox.org/system/images/mtg/cards/445850.jpg
1,0,"Niambi, Faithful Healer",Dominaria,272,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Cleric,{1}{W}{U},https://deckbox.org/system/images/mtg/cards/445850.jpg
2,1,Niblis of Frost,Commander 2020,120,Mint,English,,,,,,,,$0.00,Creature - Spirit,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/2012117.jpg
1,0,Niblis of the Breath,Dark Ascension,44,Near Mint,English,,,,,,,,$0.00,Creature - Spirit,{2}{U},https://deckbox.org/system/images/mtg/cards/226724.jpg
1,0,Nicol Bolas,Chronicles,116,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Elder Dragon,{2}{U}{U}{B}{B}{R}{R},https://deckbox.org/system/images/mtg/cards/2876.jpg
1,0,"Nicol Bolas, Planeswalker",Magic 2013,199,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Bolas,{4}{U}{B}{B}{R},https://deckbox.org/system/images/mtg/cards/260991.jpg
1,0,Night Incarnate,Commander 2018,17,Near Mint,English,,,,,,,,$0.00,Creature - Elemental,{4}{B},https://deckbox.org/system/images/mtg/cards/450618.jpg
1,0,Night Incarnate,Commander 2018,17,Mint,English,,,,,,,,$0.00,Creature - Elemental,{4}{B},https://deckbox.org/system/images/mtg/cards/450618.jpg
1,0,Night Market Aeronaut,Aether Revolt,67,Mint,English,,,,,,,,$0.00,Creature - Aetherborn Warrior,{3}{B},https://deckbox.org/system/images/mtg/cards/423734.jpg
1,0,Night Market Lookout,Kaladesh,95,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{B},https://deckbox.org/system/images/mtg/cards/417668.jpg
1,0,Night Soil,Fallen Empires,80,Mint,English,,,,,,,,$0.00,Enchantment,{G}{G},https://deckbox.org/system/images/mtg/cards/1918.jpg
1,0,Night Soil,Fallen Empires,82,Good (Lightly Played),English,,,,,,,,$0.00,Enchantment,{G}{G},https://deckbox.org/system/images/mtg/cards/1919.jpg
1,0,Night Terrors,Modern Masters 2017 Edition,79,Mint,English,,,,,,,,$0.00,Sorcery,{2}{B},https://deckbox.org/system/images/mtg/cards/425904.jpg
1,0,Nightbird's Clutches,Innistrad,154,Mint,English,,,,,,,,$0.00,Sorcery,{1}{R},https://deckbox.org/system/images/mtg/cards/220386.jpg
1,0,Nighthaze,Rise of the Eldrazi,118,Mint,English,,,,,,,,$0.00,Sorcery,{B},https://deckbox.org/system/images/mtg/cards/193487.jpg
1,0,Nighthaze,Rise of the Eldrazi,118,Near Mint,English,,,,,,,,$0.00,Sorcery,{B},https://deckbox.org/system/images/mtg/cards/193487.jpg
1,0,Nighthowler,Commander 2015,129,Mint,English,,,,,,,,$0.00,Enchantment Creature - Horror,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/405319.jpg
1,0,Nighthowler,Zendikar Rising Commander,49,Mint,English,,,,,,,,$0.00,Enchantment Creature - Horror,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/2015146.jpg
1,0,Nightmare Shepherd,Theros Beyond Death,108,Mint,English,,,,,,,,$0.00,Enchantment Creature  - Demon,{2}{B}{B},https://deckbox.org/system/images/mtg/cards/476359.jpg
1,0,Nightmare Unmaking,Commander 2019,20,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/470566.jpg
1,0,Nightmare Void,Ravnica: City of Guilds,100,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/89062.jpg
1,0,Nightmare's Thirst,Core Set 2019,111,Mint,English,,,,,,,,$0.00,Instant,{B},https://deckbox.org/system/images/mtg/cards/447247.jpg
1,0,Nightscape Battlemage,Planeshift,47,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Wizard,{2}{B},https://deckbox.org/system/images/mtg/cards/25914.jpg
2,0,Nightscape Familiar,Archenemy: Nicol Bolas,35,Near Mint,English,,,,,,,,$0.00,Creature - Zombie,{1}{B},https://deckbox.org/system/images/mtg/cards/430574.jpg
1,0,Nightscape Master,Invasion,113,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Wizard,{2}{B}{B},https://deckbox.org/system/images/mtg/cards/23049.jpg
1,0,Nightshade Assassin,Commander 2019,123,Mint,English,,,,,,,,$0.00,Creature - Human Assassin,{2}{B}{B},https://deckbox.org/system/images/mtg/cards/470669.jpg
1,0,Nightshade Harvester,Commander Legends,138,Mint,English,,,,,,,,$0.00,Creature - Elf Shaman,{3}{B},https://deckbox.org/system/images/mtg/cards/2015844.jpg
1,0,Nightshade Peddler,Avacyn Restored,187,Mint,English,,,,,,,,$0.00,Creature - Human Druid,{1}{G},https://deckbox.org/system/images/mtg/cards/240045.jpg
1,0,Nightshade Stinger,Lorwyn,132,Mint,English,,,,,,,,$0.00,Creature - Faerie Rogue,{B},https://deckbox.org/system/images/mtg/cards/139456.jpg
1,0,Nightsnare,Magic Origins,111,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/398562.jpg
1,0,Nightveil Predator,Guilds of Ravnica,191,Near Mint,English,,,,,,,,$0.00,Creature - Vampire,{U}{U}{B}{B},https://deckbox.org/system/images/mtg/cards/452941.jpg
1,0,Nightveil Sprite,Zendikar Rising Commander,32,Mint,English,,,,,,,,$0.00,Creature - Faerie Rogue,{1}{U},https://deckbox.org/system/images/mtg/cards/2015129.jpg
1,0,"Nikara, Lair Scavenger",Commander 2020,3,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Cleric,{2}{B},https://deckbox.org/system/images/mtg/cards/2012000.jpg
1,0,Nikko-Onna,Saviors of Kamigawa,21,Mint,English,,,,,,,,$0.00,Creature - Spirit,{2}{W},https://deckbox.org/system/images/mtg/cards/84639.jpg
2,0,Niko Defies Destiny,Kaldheim,226,Mint,English,,,,,,,,$0.00,Enchantment - Saga,{1}{W}{U},https://deckbox.org/system/images/mtg/cards/2017023.jpg
1,0,Nikya of the Old Ways,Ravnica Allegiance,193,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Centaur Druid,{3}{R}{G},https://deckbox.org/system/images/mtg/cards/457337.jpg
1,0,"Nils, Discipline Enforcer",Commander 2021,20,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Cleric,{2}{W},https://deckbox.org/system/images/mtg/cards/2018463.jpg
1,0,Nimana Sell-Sword,Zendikar,106,Mint,English,,,,,,,,$0.00,Creature - Human Warrior Ally,{3}{B},https://deckbox.org/system/images/mtg/cards/197403.jpg
1,0,Nimana Skitter-Sneak,Zendikar Rising,116,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{3}{B},https://deckbox.org/system/images/mtg/cards/2014651.jpg
1,0,Nimana Skydancer,Zendikar Rising,117,Mint,English,,,,,,,,$0.00,Creature - Human Rogue,{2}{B},https://deckbox.org/system/images/mtg/cards/2014652.jpg
1,0,Nimble Obstructionist,Commander 2020,121,Mint,English,,,,,,,,$0.00,Creature - Bird Wizard,{2}{U},https://deckbox.org/system/images/mtg/cards/2012118.jpg
1,0,Nimbus Swimmer,Ravnica Allegiance Guild Kit,120,Mint,English,,,,,,,,$0.00,Creature - Leviathan,{X}{G}{U},https://deckbox.org/system/images/mtg/cards/2004247.jpg
1,0,"Nin, the Pain Artist",Commander 2017,183,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Vedalken Wizard,{U}{R},https://deckbox.org/system/images/mtg/cards/433115.jpg
1,0,Nine-Tail White Fox,Global Series: Jiang Yanggu and Mu Yanling,8,Mint,English,,,,,,,,$0.00,Creature - Fox Spirit,{2}{U},https://deckbox.org/system/images/mtg/cards/447056.jpg
1,0,Ninja of the Deep Hours,Commander 2018,95,Near Mint,English,,,,,,,,$0.00,Creature - Human Ninja,{3}{U},https://deckbox.org/system/images/mtg/cards/451050.jpg
1,0,Ninja of the Deep Hours,Commander 2018,95,Mint,English,,,,,,,,$0.00,Creature - Human Ninja,{3}{U},https://deckbox.org/system/images/mtg/cards/451050.jpg
1,0,Ninja of the New Moon,Modern Horizons,99,Near Mint,English,,,,,,,,$0.00,Creature - Spirit Ninja,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/464048.jpg
1,0,Ninja of the New Moon,Modern Horizons,99,Mint,English,,,,,,,,$0.00,Creature - Spirit Ninja,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/464048.jpg
2,0,Ninth Bridge Patrol,Kaladesh,22,Mint,English,,,,,,,,$0.00,Creature - Dwarf Soldier,{1}{W},https://deckbox.org/system/images/mtg/cards/417595.jpg
1,0,Nip Gwyllion,Eventide,92,Near Mint,English,,,,,,,,$0.00,Creature - Hag,{WB},https://deckbox.org/system/images/mtg/cards/150986.jpg
2,0,Nirkana Assassin,Battle for Zendikar,118,Mint,English,,,,,,,,$0.00,Creature - Vampire Assassin Ally,{2}{B},https://deckbox.org/system/images/mtg/cards/401968.jpg
1,0,Nissa's Chosen,Zendikar,171,Mint,English,,,,,,,,$0.00,Creature - Elf Warrior,{G}{G},https://deckbox.org/system/images/mtg/cards/185699.jpg
1,0,Nissa's Defeat,Hour of Devastation,123,Mint,English,,,,,,,,$0.00,Sorcery,{2}{G},https://deckbox.org/system/images/mtg/cards/430812.jpg
1,0,Nissa's Expedition,Commander 2021,200,Mint,English,,,,,,,,$0.00,Sorcery,{4}{G},https://deckbox.org/system/images/mtg/cards/2018643.jpg
1,0,Nissa's Pilgrimage,Magic Origins,190,Mint,English,,,,,,,,$0.00,Sorcery,{2}{G},https://deckbox.org/system/images/mtg/cards/398593.jpg
1,0,Nissa's Renewal,Zendikar Rising Commander,76,Mint,English,,,,,,,,$0.00,Sorcery,{5}{G},https://deckbox.org/system/images/mtg/cards/2015174.jpg
1,0,Nissa's Renewal,Commander 2021,201,Mint,English,,,,,,,,$0.00,Sorcery,{5}{G},https://deckbox.org/system/images/mtg/cards/2018644.jpg
1,0,Nissa's Zendikon,Zendikar Rising,197,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{3}{G},https://deckbox.org/system/images/mtg/cards/2014743.jpg
1,0,"Nissa, Steward of Elements",Commander 2020,224,Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Nissa,{X}{G}{U},https://deckbox.org/system/images/mtg/cards/2012221.jpg
1,0,"Nissa, Worldwaker",Archenemy: Nicol Bolas,68,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Nissa,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/430607.jpg
1,0,"Niv-Mizzet, Parun",Guilds of Ravnica,192,Mint,English,,,,,,,,$0.00,Legendary Creature - Dragon Wizard,{U}{U}{U}{R}{R}{R},https://deckbox.org/system/images/mtg/cards/452942.jpg
